[2026-04-30 09:17:26] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 12:16:20] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 12:16:24] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 12:16:45] INFO    ask_my_brain | 评测开始: 什么是AI产品经理...
[2026-04-30 12:16:45] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 12:16:56] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 12:16:56] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 12:16:56] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 12:17:00] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 12:17:16] INFO    ask_my_brain | API调用成功: 2122+985 tokens, 16047ms
[2026-04-30 12:17:17] INFO    ask_my_brain | API调用成功: 2122+1097 tokens, 20799ms
[2026-04-30 12:17:17] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 12:17:31] INFO    ask_my_brain | 评测开始: 什么是AI产品经理...
[2026-04-30 12:17:31] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 12:17:35] INFO    ask_my_brain | API调用成功: 252+978 tokens, 17799ms
[2026-04-30 12:17:35] INFO    ask_my_brain | 评测完成: A=20.91s/1665tok, B=17.8s/0tok
[2026-04-30 12:17:47] INFO    ask_my_brain | API调用成功: 2122+928 tokens, 15620ms
[2026-04-30 12:17:47] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 12:18:05] INFO    ask_my_brain | API调用成功: 252+1087 tokens, 18244ms
[2026-04-30 12:18:05] INFO    ask_my_brain | 评测完成: A=15.63s/1665tok, B=18.25s/0tok
[2026-04-30 12:18:33] INFO    ask_my_brain | 评测开始: 什么是向量数据库？...
[2026-04-30 12:18:33] INFO    ask_my_brain | 策略A检索: 5 chunk, 1554 tokens
[2026-04-30 12:18:39] INFO    ask_my_brain | 评测开始: 什么是向量数据库？...
[2026-04-30 12:18:39] INFO    ask_my_brain | 策略A检索: 5 chunk, 1554 tokens
[2026-04-30 12:18:42] INFO    ask_my_brain | API调用成功: 1966+439 tokens, 8272ms
[2026-04-30 12:18:42] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 12:18:46] INFO    ask_my_brain | API调用成功: 1966+239 tokens, 6295ms
[2026-04-30 12:18:46] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 12:19:04] INFO    ask_my_brain | API调用成功: 254+1146 tokens, 18545ms
[2026-04-30 12:19:04] INFO    ask_my_brain | 评测完成: A=6.3s/1554tok, B=18.55s/0tok
[2026-04-30 12:19:29] INFO    ask_my_brain | API调用成功: 254+4096 tokens, 47355ms
[2026-04-30 12:19:29] INFO    ask_my_brain | 评测完成: A=8.28s/1554tok, B=47.36s/0tok
[2026-04-30 12:24:01] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 12:24:07] INFO    ask_my_brain | 流式API完成: 27+123 tokens, 5727ms
[2026-04-30 12:26:46] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 12:26:49] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 12:27:04] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 12:27:14] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 12:27:14] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 12:27:14] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 12:27:32] INFO    ask_my_brain | 流式API完成: 2122+950 tokens, 18041ms
[2026-04-30 13:25:53] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 13:25:59] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 13:26:09] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 13:26:30] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 13:26:32] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 13:26:32] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 13:26:54] INFO    ask_my_brain | 流式API完成: 2122+1073 tokens, 22484ms
[2026-04-30 13:27:09] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 13:27:09] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 13:27:13] INFO    ask_my_brain | 评测开始: 什么是AI产品经理...
[2026-04-30 13:27:13] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 13:27:13] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 13:27:13] INFO    ask_my_brain | 策略A检索: 5 chunk, 1665 tokens
[2026-04-30 13:27:13] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 13:27:28] INFO    ask_my_brain | API调用成功: 2122+795 tokens, 15067ms
[2026-04-30 13:27:28] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 13:27:46] INFO    ask_my_brain | API调用成功: 252+995 tokens, 18404ms
[2026-04-30 13:27:46] INFO    ask_my_brain | 评测完成: A=15.09s/1665tok, B=18.41s/0tok
[2026-04-30 13:28:05] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 13:28:05] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
[2026-04-30 13:28:05] INFO    ask_my_brain | 评测开始: 什么是向量数据库？...
[2026-04-30 13:28:05] INFO    ask_my_brain | 正在加载Embedding模型: sentence-transformers/all-MiniLM-L6-v2
[2026-04-30 13:28:05] INFO    ask_my_brain | Embedding模型加载完成，维度: 384
[2026-04-30 13:28:05] INFO    ask_my_brain | 策略A检索: 5 chunk, 1554 tokens
[2026-04-30 13:28:05] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 13:28:12] INFO    ask_my_brain | API调用成功: 1966+253 tokens, 6646ms
[2026-04-30 13:28:12] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 13:28:33] INFO    ask_my_brain | API调用成功: 254+1249 tokens, 20860ms
[2026-04-30 13:28:33] INFO    ask_my_brain | 评测完成: A=6.66s/1554tok, B=20.86s/0tok
[2026-04-30 13:28:33] INFO    ask_my_brain | 评测开始: RAG的全称是什么？它的核心思想是什么？...
[2026-04-30 13:28:34] INFO    ask_my_brain | 策略A检索: 5 chunk, 1628 tokens
[2026-04-30 13:28:36] INFO    ask_my_brain | MiMo API客户端已初始化: https://token-plan-cn.xiaomimimo.com/v1
[2026-04-30 13:28:41] INFO    ask_my_brain | API调用成功: 2043+304 tokens, 7105ms
[2026-04-30 13:28:41] INFO    ask_my_brain | 策略B检索: 1 篇文档, 0 tokens (智能选择)
[2026-04-30 13:28:43] INFO    ask_my_brain | 流式API完成: 258+177 tokens, 7001ms
[2026-04-30 13:29:16] INFO    ask_my_brain | Embedding模型已缓存，启用离线模式
[2026-04-30 13:29:18] INFO    ask_my_brain | ChromaDB collection已加载: ask_my_brain
